"educ_yrs","age","month_interview","wealth_group","female","rural","earnings_usd","years_lived_elsewhere","christian_main","christian_evang","muslim","kikuyu"
2,27,1,2,0,1,45.46,3,0,1,0,0
0,29,12,3,1,1,36.82,3,0,0,0,0
12,21,3,5,1,0,160.13,5,0,1,0,0
3,27,8,1,0,1,95.95,5,1,0,0,0
12,34,11,3,0,0,397.15,1,0,1,0,0
1,34,7,5,0,1,90.88,1,1,0,0,0
12,17,11,1,0,1,67.97,13,1,1,0,0
4,25,2,1,1,1,40.9,8,1,0,0,0
2,22,6,1,1,1,28.18,3,0,0,0,0
3,35,3,1,0,0,71.21,1,0,0,1,0
7,21,7,5,1,0,80.62,1,0,0,0,0
4,30,2,5,0,1,109.58,5,0,0,1,0
5,34,2,4,1,1,139.54,6,0,0,0,0
1,38,2,3,0,0,133.39,3,1,1,0,0
10,22,9,5,0,1,101.65,7,1,0,0,0
6,37,12,5,1,0,283.46,6,0,0,0,1
0,33,8,5,1,1,53.54,1,1,0,0,1
5,27,3,2,1,1,5.46,2,0,1,0,0
0,30,1,5,0,0,71.98,0,1,0,0,0
0,50,7,1,1,1,34.27,7,1,0,1,0
0,48,5,4,0,1,261.48,6,0,0,0,0
4,21,8,1,1,0,55.98,0,0,0,1,0
0,24,2,1,0,1,38.14,1,0,0,1,0
4,37,2,2,0,0,228.38,8,0,0,0,1
0,24,11,3,1,1,23.59,5,1,0,0,0
3,25,5,2,0,1,54.65,0,1,0,0,1
6,36,6,1,1,0,260.07,4,1,0,0,1
4,18,6,2,0,1,30.31,12,0,1,1,0
3,33,9,3,0,1,21.8,3,1,0,0,0
6,40,10,3,0,0,374.33,0,1,0,0,0
5,32,7,2,1,1,95.19,1,0,1,0,0
0,40,4,5,1,1,95.55,6,1,0,0,0
7,44,1,4,0,1,379.36,5,0,1,0,0
0,25,12,4,1,1,76.25,5,1,0,0,0
0,32,12,5,0,1,67,8,0,0,0,0
4,18,7,1,1,0,35.87,0,1,0,0,0
0,31,9,3,0,1,49.84,8,0,1,0,0
4,33,6,1,1,0,140.2,6,1,0,0,1
7,31,12,4,0,1,127.27,5,0,1,0,1
0,19,9,5,0,0,21.81,12,1,1,0,0
10,50,9,4,1,0,1404.57,0,0,1,0,1
1,20,1,5,0,1,24.59,2,1,1,1,0
4,27,5,1,0,0,107.59,9,1,0,1,0
6,30,6,1,0,1,115.52,5,1,1,1,0
4,29,10,3,0,1,72.15,11,1,1,0,1
4,18,7,3,0,0,41.33,3,1,0,0,0
7,31,10,5,0,0,159.13,8,1,1,0,0
4,53,2,1,1,1,576.56,11,0,0,0,0
11,17,2,3,0,0,29.83,0,1,1,1,0
3,36,11,4,0,0,207.65,2,1,0,1,0
7,29,5,3,1,0,32.52,3,1,0,0,0
8,19,2,2,0,0,76.34,5,1,0,0,0
3,39,9,5,1,0,156,4,1,1,0,0
0,22,9,1,0,1,22.37,7,0,1,0,0
9,37,1,2,0,1,271.75,4,1,1,0,0
2,30,11,3,0,1,73,3,1,0,0,0
13,18,3,2,0,0,137.03,4,1,0,0,1
3,29,6,1,1,1,51.13,9,0,1,0,0
0,58,1,1,1,0,539.95,1,1,0,0,0
12,20,8,4,0,0,117.18,6,0,1,0,1
1,20,4,1,0,0,38.76,12,1,0,1,0
6,29,2,5,0,1,130.27,1,0,0,1,0
6,30,12,5,0,0,182.13,12,0,0,1,0
10,30,6,4,0,1,194.74,9,0,1,1,0
9,26,10,4,1,0,4.16,6,1,0,0,0
1,36,8,5,0,0,93.75,8,0,0,0,0
1,37,12,2,1,0,87.65,8,1,0,0,1
6,26,2,2,0,1,67.61,9,1,0,0,0
1,24,1,5,1,1,8.55,8,1,1,0,0
0,20,4,3,1,1,61.45,1,1,0,0,0
0,26,8,2,1,1,70.15,5,1,0,0,0
0,25,5,4,1,1,25.8,4,1,0,0,0
1,26,1,5,0,1,46.02,2,1,0,0,1
3,18,4,4,0,1,28.34,3,0,0,0,0
9,25,1,3,1,0,134.21,12,1,1,0,0
6,18,6,5,0,0,53.66,6,1,0,0,0
4,31,6,4,1,1,90.35,10,0,0,1,0
1,18,4,2,1,0,20.97,6,1,0,0,0
2,18,6,2,0,0,67.23,9,1,0,0,0
5,27,1,1,0,1,84.81,2,1,0,0,1
2,27,4,2,1,1,44.11,3,0,0,0,0
1,29,1,5,0,1,58.66,7,1,0,0,0
5,32,3,4,1,0,150.07,3,0,0,0,0
0,35,11,2,0,1,100.57,4,0,0,1,0
0,20,8,2,1,0,21.05,4,0,0,0,0
6,23,3,2,1,0,80.76,7,0,0,0,0
12,33,5,1,0,0,372.76,0,0,1,0,1
11,20,1,5,0,0,123.7,11,0,0,0,0
6,33,1,3,0,0,166.34,1,0,1,0,0
0,33,5,2,1,0,90.84,8,1,0,0,0
0,25,1,1,0,0,46.19,1,1,0,0,0
5,23,7,5,0,0,60.2,3,1,1,0,0
2,21,1,3,1,0,27.4,9,1,1,0,1
13,27,4,4,0,0,301.32,10,1,0,0,0
1,27,5,5,0,1,39.9,7,0,1,0,0
6,25,8,1,1,1,39.13,2,0,0,0,1
6,25,5,2,0,0,101.09,3,1,0,0,0
4,24,2,3,1,1,48.26,8,1,0,0,0
3,27,2,1,1,0,55.16,6,1,1,1,0
5,43,9,1,0,0,27.96,9,0,0,0,0
3,25,1,4,0,1,36.57,4,1,0,1,0
0,56,5,3,1,0,373.47,3,1,1,0,0
12,31,10,3,0,0,435.24,10,1,0,1,0
4,18,7,2,1,1,22.89,1,0,1,1,0
6,39,3,4,0,0,12.1,4,0,0,0,1
0,35,11,2,1,0,29.16,11,1,1,0,0
6,24,5,2,0,1,2.54,5,1,0,0,0
0,20,12,5,1,1,16.44,4,1,0,0,0
12,18,11,3,1,1,97.46,7,1,1,0,1
10,44,3,5,1,0,1050.86,7,1,0,0,1
5,19,4,4,1,0,47.28,7,1,0,1,0
2,40,11,1,1,0,33.1,11,1,0,1,0
2,17,9,1,1,1,45.7,7,1,0,0,1
3,22,4,5,0,1,40.76,4,1,0,0,0
4,37,11,1,1,0,90.34,4,0,1,0,0
5,29,11,3,0,1,80.29,8,0,1,0,0
9,32,10,4,1,0,314.29,2,1,0,0,1
3,20,9,5,1,0,29.4,2,0,1,1,0
6,21,2,3,1,1,4.38,8,1,0,0,0
7,38,11,4,0,0,298.93,9,0,1,0,1
2,33,9,1,0,1,77.08,3,1,1,0,0
0,23,11,5,1,0,92.43,4,1,1,0,0
8,18,12,2,1,0,59.57,4,0,1,0,0
0,19,2,1,1,1,15.01,1,0,0,0,0
0,28,5,4,1,1,45.9,3,1,1,1,0
11,30,10,2,1,0,32.34,2,1,0,0,1
0,43,10,5,0,0,225.75,6,0,0,0,1
5,51,7,1,0,1,642.99,7,1,0,0,0
8,26,2,2,0,0,165.92,1,0,0,1,0
0,44,5,3,0,1,187.34,7,1,0,0,0
6,37,2,1,1,0,14.01,3,1,1,0,0
8,25,10,1,0,0,134.38,5,1,0,0,1
6,35,4,5,0,1,190.38,9,0,0,0,0
1,42,10,3,0,1,91.03,6,1,0,0,0
7,22,9,5,0,1,57.12,11,0,1,0,1
5,29,1,2,1,0,115.3,0,1,0,0,0
2,21,4,1,0,1,32.68,5,0,0,0,0
6,26,6,5,1,0,79.36,5,0,1,0,1
9,23,3,4,1,0,138.96,2,0,0,1,0
1,29,9,2,1,1,35.97,6,0,1,1,0
5,21,3,3,1,1,62.87,5,0,1,0,1
0,38,9,4,0,0,98.71,0,1,1,0,0
5,22,8,2,1,0,65.47,0,0,0,0,0
1,31,8,2,1,1,53.76,4,0,0,0,1
0,46,1,2,0,0,327.77,6,1,0,1,0
3,18,6,1,1,1,23.99,5,0,0,0,1
4,21,9,2,0,1,42.43,8,0,0,0,0
4,21,12,1,0,0,54.31,5,1,0,0,0
4,28,1,3,1,1,92.99,3,1,1,0,1
10,37,12,5,1,0,459.81,7,0,1,0,0
2,39,7,3,0,1,132.42,1,0,1,0,1
0,20,6,2,0,0,42.46,1,1,0,1,0
4,34,6,4,1,0,152.94,7,1,0,0,1
9,25,7,3,1,0,165.29,9,0,0,0,0
3,36,11,4,1,0,31.68,4,0,0,0,0
3,36,12,5,0,0,179.61,12,0,0,0,0
8,19,1,5,0,1,8.24,3,1,0,0,0
7,33,6,4,0,1,42.8,10,1,0,0,0
5,30,2,1,0,1,87.69,2,1,1,0,0
0,26,7,5,1,1,28.22,0,0,0,0,0
5,35,2,5,1,1,27.26,5,0,1,0,0
3,40,4,4,0,0,253.02,2,0,0,0,0
10,31,5,2,1,0,344.35,8,0,0,0,1
7,21,6,3,1,1,58.88,9,1,0,0,0
0,28,4,1,1,1,33.7,5,1,0,0,0
2,38,5,3,0,1,118.73,9,0,1,0,0
13,39,8,4,0,0,696.07,5,0,1,0,0
4,31,5,2,0,1,105.95,10,1,0,0,1
10,20,10,2,0,0,108.56,1,0,0,0,0
0,18,7,1,1,0,17.54,2,1,0,0,0
2,30,12,2,0,1,58.95,3,1,0,0,0
1,25,6,5,1,1,25.66,4,1,1,0,1
2,49,5,3,0,0,383.29,10,0,1,0,0
5,51,12,3,0,0,668.36,5,0,1,0,0
0,28,2,5,0,1,38.26,0,0,1,0,0
9,24,7,5,0,1,106.81,4,0,0,0,0
2,24,7,3,1,1,33.74,12,1,0,0,0
4,42,6,4,0,0,277.37,8,1,1,0,0
13,34,8,5,0,0,570.64,1,0,0,0,1
0,42,7,2,1,0,53.52,6,1,0,0,0
6,27,6,2,1,1,92.38,0,1,0,0,1
0,19,9,5,1,1,39.48,9,0,0,1,0
1,42,3,3,1,1,14.23,7,1,0,0,0
3,24,9,1,1,0,41.95,5,1,1,0,0
4,27,7,5,0,0,93.06,4,0,0,0,0
6,30,3,5,1,0,38.02,4,1,0,0,0
6,30,9,2,1,1,94.58,3,1,0,0,0
1,44,9,1,0,0,74.42,10,0,0,0,0
8,25,7,4,1,1,110.54,7,0,0,0,1
3,27,6,3,0,0,66.31,2,0,1,0,0
6,32,6,1,0,0,97.88,2,1,1,0,0
0,19,7,5,1,1,15.01,1,1,0,0,0
0,20,1,1,1,0,88.56,8,0,0,0,0
0,18,9,5,1,1,13.7,9,1,0,0,0
6,22,8,2,1,1,57.65,12,1,0,0,0
3,18,3,2,0,0,89.33,8,1,1,0,0
0,26,8,5,1,1,28.22,0,1,0,0,0
2,26,12,1,1,1,40.35,9,0,0,0,0
4,46,8,4,1,0,414.74,0,0,0,0,0
15,27,11,4,1,0,22.48,3,1,0,0,0
8,17,6,2,1,0,67.35,3,1,0,1,0
0,39,9,1,1,0,46.07,3,1,0,0,0
9,20,3,3,0,0,84.61,1,1,1,1,0
6,21,9,3,0,1,44.73,9,1,1,0,0
0,22,12,4,1,1,72.34,1,0,0,0,0
8,29,2,2,0,1,146.29,3,1,0,0,0
0,27,12,5,1,1,25.04,2,0,1,0,0
0,29,8,4,1,1,75.65,4,0,1,0,0
9,22,4,5,0,1,72.44,5,0,1,0,0
10,19,9,4,1,0,59.92,2,1,0,0,0
8,22,7,3,1,1,48.01,3,1,0,0,1
4,40,2,1,0,1,225.21,2,0,0,0,0
0,56,2,3,0,0,522.17,7,1,1,0,0
0,25,7,2,1,1,21.45,5,1,1,0,1
2,29,5,4,0,1,66.84,4,1,0,0,0
2,38,4,4,0,1,146.23,1,0,0,0,0
2,31,9,1,0,0,82.85,10,0,1,0,0
4,21,7,1,0,1,34.45,6,1,1,0,0
2,20,7,1,0,1,29.84,0,0,0,0,0
12,24,12,2,0,1,182.7,3,1,0,1,0
0,33,6,5,1,1,53.54,6,0,0,0,1
6,26,9,5,0,1,86.34,0,1,0,0,0
8,21,3,2,1,0,78.29,4,1,1,0,0
0,31,12,2,0,1,53.68,5,0,0,0,0
11,18,5,1,1,0,125.49,9,1,0,0,0
4,17,10,2,0,1,29.46,7,0,0,0,0
2,26,8,1,0,1,51.22,2,0,0,0,0
6,31,1,2,1,1,10.79,4,1,1,0,0
0,25,12,5,1,0,66.32,0,1,0,0,0
7,21,8,5,0,1,62.77,4,1,0,0,0
0,32,4,2,1,1,64.81,13,1,1,0,0
3,25,10,3,1,1,44.14,7,1,0,0,0
0,22,4,2,1,0,20.48,6,0,1,0,0
0,27,11,2,1,0,32.06,2,0,1,0,0
4,33,12,4,1,1,106.96,1,1,0,0,0
1,40,1,4,0,1,152.23,3,0,0,0,0
0,47,1,2,1,0,225.62,9,1,0,0,1
4,32,10,5,0,1,130.59,5,0,0,1,0
4,53,6,1,0,0,690.57,9,1,1,0,0
8,28,5,4,1,0,184.83,8,1,0,0,1
5,27,2,4,1,1,61.87,5,0,0,0,0
7,35,10,2,0,0,277.71,8,0,0,0,0
3,40,2,4,0,0,205.45,0,0,1,0,0
9,38,9,4,0,1,373.38,4,1,0,0,1
5,20,12,4,1,1,40.46,7,0,0,1,0
5,43,9,3,0,0,343.88,10,1,1,0,0
3,41,2,2,0,1,174.71,9,0,1,0,0
0,27,2,1,0,1,49.86,8,1,0,1,0
3,25,11,3,0,1,61.71,5,1,0,1,0
6,31,8,4,1,0,37.04,2,0,1,0,0
4,24,2,1,1,0,61.78,0,0,0,0,0
4,52,10,2,1,1,531.44,3,0,0,0,0
0,39,8,2,1,0,112.33,0,0,0,0,0
1,20,12,5,1,1,37.01,7,1,0,0,0
3,42,7,4,0,1,219.84,5,1,1,1,0
0,19,5,5,1,0,60.62,12,1,1,0,0
6,22,4,1,1,0,73.8,1,0,0,0,0
6,17,3,2,0,1,39.16,6,1,0,0,1
7,33,6,2,0,1,182.34,7,1,0,0,0
0,22,4,2,0,1,31.85,6,1,0,1,0
4,32,6,5,1,1,79.59,1,1,1,0,0
0,47,11,4,1,1,176.24,5,1,0,0,1
6,50,3,5,1,1,660.62,8,1,0,0,1
0,42,1,4,0,1,128.53,4,1,1,0,0
0,22,2,3,1,0,25.23,1,0,0,0,0
9,48,6,5,0,1,866.87,3,0,0,0,1
12,35,5,1,0,1,416.68,0,0,0,0,0
0,23,12,1,0,1,11.53,1,1,0,1,0
0,20,12,1,1,1,13.43,3,0,1,1,0
9,26,12,4,1,0,180.73,2,1,0,0,0
0,46,7,2,1,1,12.45,11,0,0,0,0
9,22,5,2,0,1,89.21,8,0,0,0,0
6,25,1,1,0,0,116.88,6,1,0,1,0
4,19,3,4,0,1,40.9,11,1,0,1,0
6,24,5,5,1,1,56.38,3,1,1,1,0
10,44,8,5,0,0,718.46,4,0,1,0,0
5,30,5,1,0,0,138.25,2,1,0,0,0
0,37,12,3,1,1,73.93,6,1,0,0,0
2,19,1,1,1,1,66.63,10,0,1,0,0
5,25,5,1,0,1,69.3,2,0,0,0,0
6,31,11,1,1,0,133.51,4,1,1,0,0
6,23,8,3,0,0,84.48,10,0,0,0,0
6,31,4,4,1,1,106.78,1,0,1,0,1
6,38,7,5,0,1,246.5,1,0,0,0,0
3,26,8,1,1,0,61.78,6,0,0,0,0
4,22,12,5,1,0,51.6,13,1,0,0,0
12,46,8,4,0,0,67.48,8,0,1,0,0
3,20,7,3,0,0,36.19,4,1,1,0,1
3,37,8,3,0,1,152.92,4,1,0,0,0
6,20,11,2,1,0,49.99,0,1,1,0,0
3,18,10,3,1,0,24.94,4,1,1,0,1
10,19,8,1,0,1,89.51,2,0,0,1,0
2,31,1,4,1,1,50.99,9,0,1,0,0
9,52,2,3,0,1,58.91,2,1,0,0,0
5,23,6,4,1,1,74.93,6,0,1,0,0
9,33,2,1,0,0,251.96,5,1,1,0,1
7,19,5,5,0,1,52.33,2,0,0,0,0
2,22,7,2,1,1,28.18,3,0,0,0,0
4,24,5,3,0,1,45.15,10,0,1,0,0
3,28,1,3,1,0,73.8,10,0,0,0,0
2,24,9,1,0,0,54.83,2,0,0,0,0
3,22,1,2,0,1,40.76,8,1,0,0,0
0,30,10,2,1,0,51.79,8,1,0,1,0
4,32,2,1,0,0,135.74,11,0,1,1,0
0,30,8,5,1,1,40.21,8,1,0,0,0
2,49,8,5,0,0,472.05,1,1,0,0,0
0,39,8,4,1,1,17.09,5,1,0,0,0
1,38,1,3,1,1,6.01,2,0,0,0,0
6,23,2,1,1,0,65.58,7,1,1,0,0
3,17,9,1,0,1,20.99,6,1,1,0,0
1,37,7,4,0,0,150.77,3,1,0,0,0
6,25,9,1,0,0,103.5,10,0,0,0,1
4,33,11,4,0,0,128.12,4,1,1,0,0
0,33,3,3,1,1,60.49,1,1,0,0,1
4,39,11,3,0,1,206.81,4,1,0,0,0
0,25,9,3,1,1,20.95,4,1,1,0,0
0,44,7,5,0,1,152.11,5,0,1,0,0
12,19,9,1,0,0,106.98,4,0,1,0,1
18,18,12,3,0,0,208.73,11,1,1,0,0
0,20,6,4,1,1,16.44,2,1,0,0,0
8,20,7,4,0,1,66.87,2,1,0,0,1
2,28,1,5,1,1,9.43,9,0,1,0,0
5,27,9,1,1,0,80.29,2,0,1,0,1
6,20,2,2,0,0,64.4,1,0,0,0,0
4,28,6,2,0,1,79.44,6,0,0,0,0
9,57,7,1,0,0,1832.17,2,0,1,0,0
0,26,2,4,0,1,39.45,3,1,0,0,0
4,22,12,4,1,0,51.6,2,1,0,0,0
0,26,1,2,0,1,32.03,0,0,1,0,0
12,43,2,1,0,0,1056.19,4,1,0,0,0
5,23,1,2,1,0,67.53,5,0,0,0,0
0,23,1,4,0,0,38.6,6,1,0,0,0
1,17,5,5,1,0,44.73,3,1,1,0,0
4,18,10,5,1,1,28.02,5,0,0,0,0
5,25,6,4,1,1,5.54,0,1,0,0,0
6,25,9,5,1,0,96.64,6,1,0,0,0
3,18,6,2,0,1,32.76,6,0,0,1,0
4,24,4,1,1,1,91.77,1,1,1,0,0
0,22,7,5,1,1,33.64,1,1,1,0,0
0,29,2,1,0,1,41.8,7,1,1,0,0
3,20,8,3,1,0,36,6,0,0,0,0
5,36,11,4,0,0,238.76,12,1,0,0,1
8,41,1,4,0,0,429.62,1,0,1,0,0
2,28,3,1,0,1,88.18,3,1,0,0,0
5,24,2,3,0,0,81.11,8,0,0,0,0
4,25,2,1,0,1,49.38,9,1,1,0,0
10,56,11,2,0,0,2372.7,11,0,0,0,0
4,17,11,2,1,1,25.57,5,0,0,0,0
2,41,5,2,0,0,241.75,1,1,0,0,0
11,41,9,4,0,1,626.05,7,1,0,0,1
3,41,6,3,0,1,248.78,0,1,0,1,0
3,32,7,5,1,1,81.97,2,1,0,0,0
2,26,4,3,1,1,40.35,11,1,0,0,0
5,23,9,5,0,0,85.72,6,1,0,1,0
12,37,2,4,1,0,814.77,13,0,0,1,0
2,24,2,2,0,1,42.83,3,1,0,0,0
2,32,4,5,1,1,41.39,10,0,0,0,0
9,53,11,2,1,0,1500.98,1,1,1,0,1
2,27,11,1,1,1,58.27,3,1,0,0,0
1,36,2,1,0,1,108.06,11,1,0,0,0
8,19,5,1,1,1,64.29,11,0,0,0,1
14,38,2,5,0,0,35.82,6,1,0,0,0
1,36,2,3,0,0,112.32,4,1,1,0,0
2,37,11,2,0,0,59.18,5,0,0,0,0
7,22,7,2,0,0,73.13,2,1,1,0,1
0,30,8,3,1,1,40.21,3,1,0,0,0
0,34,10,1,1,0,73.03,4,1,0,0,0
10,32,10,5,1,0,375.86,1,1,0,0,1
5,21,10,3,1,0,49.5,1,1,0,0,0
5,28,7,5,0,1,94.56,4,1,0,0,0
5,20,6,3,1,1,40.21,11,1,0,0,0
3,27,7,2,0,0,83.62,2,1,0,0,1
3,31,11,3,1,1,62.43,2,0,1,0,1
9,20,5,4,1,0,105.3,9,1,0,0,0
4,42,10,3,0,1,308.51,5,1,0,1,0
13,24,8,5,1,0,316.48,6,0,0,0,1
12,18,5,4,1,0,77.43,4,0,1,0,0
0,47,12,5,1,1,43.05,5,0,1,0,0
2,41,7,1,0,0,241.75,9,1,0,0,0
6,19,4,3,1,1,6.28,9,1,1,0,0
0,34,5,2,1,1,5.52,10,1,0,0,0
8,44,12,5,1,0,19.98,4,0,1,0,0
2,25,7,1,1,0,47.25,11,0,0,0,0
5,48,7,1,1,1,457.47,8,1,0,0,0
0,46,10,2,1,1,87.73,9,1,0,0,0
1,25,6,5,0,1,41.11,4,1,0,0,0
2,28,4,2,0,1,61.18,1,0,0,0,0
10,20,12,5,0,1,70.5,9,0,1,0,1
4,26,12,1,1,1,57.71,7,0,0,0,0
4,33,4,4,0,1,126.19,7,1,0,0,1
8,24,5,5,1,0,21.19,4,0,0,1,0
0,32,11,1,0,1,67,3,0,0,0,0
4,33,11,2,1,1,106.96,11,1,0,0,0
0,41,3,1,1,1,104.03,1,1,0,0,0
3,31,12,5,1,1,60.97,3,1,1,0,0
12,17,1,3,0,1,85.71,6,0,0,0,1
14,17,8,2,0,1,108.69,1,0,0,0,0
10,21,2,5,1,1,107.71,8,0,0,0,0
3,36,9,3,0,1,113.92,7,0,1,0,0
8,22,8,1,0,0,102.62,11,0,0,0,1
7,27,1,4,1,1,107.9,7,1,0,0,0
15,33,2,1,1,0,56.06,10,1,0,0,1
0,47,3,1,1,1,172.13,4,0,0,0,0
2,22,4,2,0,0,45.79,2,1,0,0,0
0,41,2,3,1,1,104.03,5,0,0,0,0
3,27,7,4,0,0,10.55,9,0,0,0,0
0,47,3,2,0,1,278.25,2,0,0,1,0
1,29,11,1,0,1,58.66,6,1,0,0,0
0,24,9,1,1,1,19.16,5,0,1,0,0
1,47,6,3,0,1,280.78,6,0,0,0,1
6,29,8,4,1,1,107.71,4,1,0,0,0
3,19,2,1,1,0,26.68,2,1,1,0,0
14,18,4,3,0,1,99.03,11,1,1,0,1
6,35,11,4,1,0,232.98,9,1,0,0,0
8,29,10,4,0,0,187.28,3,1,0,0,0
7,24,7,4,0,0,85.51,3,0,1,0,0
2,29,8,4,1,1,77.51,6,1,0,1,0
6,24,9,2,1,0,36.84,9,1,0,0,0
4,36,3,5,0,1,159.86,2,1,0,0,0
2,24,9,2,0,1,42.83,8,1,0,0,0
0,23,3,4,1,1,21.7,5,0,0,1,0
6,47,3,2,1,1,69.3,7,0,0,1,0
1,21,4,2,0,1,23.29,3,0,1,0,0
0,32,10,4,1,0,61.35,2,1,0,0,0
8,21,3,4,1,0,80.15,3,1,1,0,1
6,42,8,5,1,0,14.92,12,1,1,0,0
4,18,4,2,1,1,9.55,10,0,0,0,0
3,22,2,3,1,1,33.7,9,0,0,0,0
8,41,7,4,1,1,435.22,13,1,0,0,0
2,56,4,4,0,0,834.96,3,0,0,0,0
9,23,3,1,0,0,124.98,4,1,0,0,0
2,30,3,5,1,0,59.78,3,0,1,0,0
1,29,5,2,1,0,45.77,10,1,1,0,0
10,36,1,2,0,0,458.61,6,0,0,0,1
10,52,1,4,0,0,81.97,9,0,0,0,1
3,24,9,1,1,0,51.66,10,1,0,0,0
5,27,3,1,0,1,36.86,6,1,0,0,0
1,35,10,4,0,0,73.23,4,0,1,0,0
0,28,6,4,1,1,33.91,1,1,0,1,0
3,35,3,1,1,1,5.59,2,0,1,0,1
8,18,8,1,1,0,73.37,12,0,0,0,0
7,27,6,2,0,0,52.26,6,1,0,0,0
12,26,4,4,0,0,241.92,4,0,0,0,0
2,34,8,4,0,0,107.64,7,0,1,0,0
9,20,11,4,1,0,105.3,2,0,0,0,0
2,45,2,3,0,0,338.59,2,0,0,0,0
1,36,5,4,1,1,92.69,10,1,1,1,0
6,44,11,1,1,1,401.32,2,1,0,0,1
6,42,2,4,0,0,454.11,0,0,0,0,1
0,29,8,5,1,0,33.83,1,1,0,0,0
9,42,12,3,0,1,42.33,2,0,0,0,1
8,40,9,1,1,0,11.9,8,0,1,0,0
0,37,7,4,0,1,119.5,2,0,0,1,0
6,35,6,5,0,1,220.11,9,1,0,1,0
6,25,5,4,0,0,101.09,8,0,0,0,0
0,26,5,2,1,0,98.2,11,0,1,0,0
6,41,7,2,0,0,407.52,4,1,0,0,0
9,23,1,5,0,0,127.97,6,0,0,0,1
4,21,7,3,0,0,44.1,3,1,1,0,0
6,21,10,4,1,0,67.41,7,1,0,0,0
9,30,11,4,0,0,233.06,14,0,0,0,0
6,29,2,5,0,0,117.12,2,1,1,0,0
0,37,8,3,0,1,83.93,2,1,1,0,0
5,31,7,5,1,0,111.64,11,1,1,0,0
2,34,7,1,0,0,132.57,6,0,0,0,0
9,21,3,1,1,0,118.05,11,1,0,0,1
6,23,6,4,0,0,68.6,9,1,1,0,0
6,33,7,4,0,0,204.86,4,0,0,0,0
0,29,6,3,1,1,29.9,1,1,1,0,0
1,19,7,1,1,0,14.9,8,1,0,1,0
11,39,10,1,0,0,660.26,1,1,0,0,0
0,20,2,4,1,1,98.79,0,1,0,0,0
9,42,8,4,1,1,569.88,3,1,0,1,0
1,46,8,5,1,1,75.06,13,0,1,0,0
2,43,12,5,0,0,232.44,2,0,1,0,0
0,19,6,1,1,0,19.21,5,1,0,0,0
14,36,3,5,0,0,42.45,1,0,0,1,0
0,34,8,4,1,0,73.03,3,0,0,0,0
10,24,7,5,0,0,155.81,3,0,0,0,0
2,20,4,4,0,1,29.84,4,0,0,0,0
0,48,8,1,0,0,81.49,6,0,0,1,0
1,32,11,5,1,0,59.57,4,0,1,0,0
4,22,9,1,0,0,48.28,5,0,1,0,0
13,18,5,3,1,0,69.34,7,1,1,1,0
0,19,8,2,1,1,15.01,4,1,0,0,0
4,51,4,2,0,1,564.3,7,0,0,0,0
0,53,4,3,1,0,293,8,0,1,0,0
9,40,11,5,0,1,351.25,3,1,1,0,0
10,26,11,2,0,1,145.55,11,1,0,0,0
0,20,4,3,1,0,68.06,10,1,0,0,1
3,19,4,2,1,0,33.65,8,1,0,0,1
8,50,6,5,0,0,1121.83,4,1,0,0,0
0,20,7,2,1,1,16.44,6,1,0,0,0
6,22,3,2,1,1,57.65,2,1,0,0,0
3,41,9,2,1,1,144.47,8,0,1,0,0
6,39,7,5,1,0,328.6,3,0,0,0,0
0,25,1,2,1,1,63.67,8,0,0,0,0
0,24,4,3,1,1,50.35,3,1,0,0,0
9,28,1,1,0,1,2.57,5,0,1,0,0
0,26,5,2,1,1,28.22,4,1,0,0,0
6,45,8,3,1,1,354.34,8,0,1,0,1
8,28,6,1,0,1,154.82,2,0,0,1,0
12,19,6,2,1,0,165.42,2,1,0,1,0
2,17,7,3,1,1,75.27,6,1,0,1,0
0,20,4,4,0,1,14.93,2,0,1,0,0
3,22,3,4,0,0,52.18,3,1,0,0,0
0,41,3,3,0,0,154.79,1,1,1,0,1
0,23,8,1,0,1,34.86,4,0,0,1,0
5,19,12,2,0,1,41.27,11,0,0,0,1
0,38,12,2,0,0,119.86,10,1,1,0,1
0,55,10,2,1,1,331.47,3,1,0,0,0
4,48,9,2,1,1,382.53,6,0,0,0,0
6,35,9,2,0,1,190.38,5,1,0,0,0
3,28,5,4,1,1,61.73,5,1,1,0,0
3,17,12,5,1,0,27.53,3,0,0,1,0
0,31,2,4,0,1,61.39,1,1,0,0,0
4,33,7,2,1,1,106.96,5,1,0,0,0
5,18,5,2,0,1,36.79,2,1,0,0,0
0,26,10,1,0,1,39.45,5,1,0,0,0
6,33,5,1,0,1,129.94,4,1,1,0,0
2,33,6,3,0,0,121.53,12,0,0,0,0
5,36,10,3,0,0,233.19,2,0,0,0,0
0,50,2,3,0,1,289.5,1,0,1,1,0
3,29,4,5,1,1,62.98,5,0,0,0,0
4,18,3,3,0,1,37.33,11,0,0,1,0
0,44,7,2,0,0,194.73,4,1,1,0,0
3,37,2,4,0,1,152.92,5,1,0,0,0
0,26,6,2,0,0,65.84,3,1,0,1,0
1,30,3,1,1,1,49.24,6,0,0,0,1
3,53,1,4,1,0,24.77,1,1,1,1,0
10,23,11,4,0,1,92.48,3,1,1,0,1
6,22,1,2,1,0,73.8,3,1,0,0,0
7,38,9,3,0,0,291.96,2,1,1,0,0
4,32,3,3,0,1,112.95,3,1,0,0,0
0,45,7,4,0,1,165.41,4,0,1,0,0
8,27,3,2,1,0,24.1,0,1,1,0,0
